Id,Source,HasRoom,AccoTypeId,Latitude,Longitude,Shortname,IsBookable,Zip,City,Name,Phone,Street,Website,Language,CountryCode
AE9E490E7D29428943F44F1C08E05EFB_REDUCED,LTS,False,BedBreakfast,46.932117,11.936667,AhriaNova Apartments,False,39032.0,Campo Tures,AhriaNova Apartments,+39 0474 646400,Costa di Tures 5,https://www.ahria-apartments.it/ahria-nova/,it,IT
86ECBEBE77230F8767329DC136943453_REDUCED,LTS,False,HotelPension,46.919404,11.94944,AhriaPura Apartments,False,39032.0,Campo Tures,AhriaPura Apartments,+39 0474 646400,Via Michlreis  5,https://www.ahria-apartments.it/ahria-pura/,it,IT
C5838EAA97C111D1924D00805A150B0B_REDUCED,LTS,True,HotelPension,46.9803,11.9412,Ahrner Wirt Apartments,False,39030.0,San Giovanni/Valle Aurina,Ahrner Wirt Apartments,+39 0474 671134,Im Dorf 38,http://www.ahrnerwirt.com,it,IT
F53CA9DBD14DA976EAE8C4F7EDAE26D3_REDUCED,LTS,False,BedBreakfast,46.953273,11.920067,Ahrn Nature Apartment,False,39030.0,Lutago/Valle Aurina,Ahrn Nature Apartment,+39 338 5070191,Via della Scuola 6,http://www.ahrn.it,it,IT
C5838DCD97C111D1924D00805A150B0B_REDUCED,LTS,False,BedBreakfast,46.952947,11.916446,Ahrntal Appartements,False,39030.0,Lutago/Valle Aurina,Ahrntal Appartamenti,+39 349 1740439,Maurlechen Antratt 6,http://www.appartement-ahrntal.com,it,IT
8582DBFD6BA04C7D91CDC7895DDD53FC_REDUCED,LTS,False,Farm,46.503892,11.522728,Aichbühlerhof,False,39050.0,Fiè allo Sciliar,Maso Aichbühler,+39 0471 725397,Via Cavone 14,http://www.aichbuehlerhof.com,it,IT
0B1FBF6F09F16CD99914406BA7A4EF20_REDUCED,LTS,False,Farm,46.588818,11.258626,Aichhornhof,False,39010.0,Meltina,Aichhornhof,+39 338 9896110,Perliflgass 2,http://www.aichhornhof.com,it,IT
74EA6DF129A6E14F2DC4C322830AC105_REDUCED,LTS,False,Farm,46.621899,11.538709,Aichnerhof,False,39040.0,Villandro,Maso Aichnerhof,+39 333 4358878,Via San Maurizio 41,http://www.aichnerhof.info,it,IT
CA7DFA739F0D11D198A50020AF553E00_REDUCED,LTS,False,BedBreakfast,46.4706,11.2539,Aichnerhof - Valorz-Vieider Maria,False,39057.0,S. Paolo | Appiano,Aichnerhof - Valorz-Vieider Maria,+39 0471 662024,Via S. Giustina 49a,https://www.aichnerhof.it/de/,it,IT
1CCA914C9E1E11D1A72100608C71A90F_REDUCED,LTS,False,Farm,46.4881,11.2314,Aignerhof,False,39057.0,Predonico | Appiano,Aignerhof,+39 0471 660040,Predonico 13,http://www.aignerhof.bz.it,it,IT
43C14838D0EE566D7FCA9196620E5F17_REDUCED,LTS,True,BedBreakfast,46.512176,11.4414,AirMusicAttic,False,39054.0,Auna di Sotto - Renon,AirMusicAttic,+39 349 3673492,Via Principale 36 B,,it,IT
210257BE1F2C11D3829D00105A6F93E1_REDUCED,LTS,True,HotelPension,46.725623,10.857599,Aktiv & Familienhotel Adlernest,False,39020.0,Senales,Aktiv & Familienhotel Adlernest,+39 0473 669652,"Madonna, 26",http://www.adlernest.com,it,IT
A9E90B28779111D1957700805A150B0B_REDUCED,LTS,True,HotelPension,46.829187,10.517768,Aktiv Hotel Edelweiss,False,39027.0,Resia,Aktiv Hotel Edelweiss,+39 0473 633142,Via Principale 28,http://www.edelweiss-reschen.it,it,IT
1A69A33124B811D4A9430050DA4A23AF_REDUCED,LTS,True,HotelPension,46.43135,11.518178,Aktiv Hotel Schönwald,False,39056.0,Nova Levante,Aktiv Hotel Schönwald,+39 0471 613202,Via San Valentino 52,https://www.hotel-schoenwald.com,it,IT
8A0630E5573711D4BEFB0050DA3A0062_REDUCED,LTS,True,HotelPension,46.634125,11.541347,Aktiv & Relax Hotel Hubertus,False,39040.0,Villandro,Aktiv & Relax Hotel Hubertus,+39 0472 843137,S. Stefano 3,http://www.hubertus.it,it,IT
F6812D1D08F34FA896FFB1E456071C27_REDUCED,LTS,True,HotelPension,46.5842,11.5105,Aktiv- und Biourlaub Pennhof,False,39040.0,Barbiano,Vacanze attive e biologiche Pennhof,+39 0471 654498,Saubach 21,http://www.pennhof.com,it,IT
2ADABFCED1A111D4B6DC00105A6E0F67_REDUCED,LTS,True,HotelPension,46.815524,11.736102,Aktiv- und Genusshotel Lodenwirt,False,39030.0,Vandoies,Hotel Wellness Lodenwirt,+39 0472 867000,Via Pustertaler 1 A,http://www.lodenwirt.it,it,IT
86DB9CDA547A11D3BBA90000E870A1E4_REDUCED,LTS,True,HotelPension,46.4125,11.4317,Aktiv & Vitalhotel Erica,False,39050.0,Nova Ponente,Aktiv & Vitalhotel Erica,+39 0471 616517,Strada Principale 17,https://www.erica.it,it,IT
5A812CC2171611D2BA1300A024493247_REDUCED,LTS,True,HotelPension,46.668979,11.599739,Aktiv & Vitalhotel Taubers Unterwirt,False,39040.0,Velturno,Aktiv & Vitalhotel Taubers Unterwirt,+39 0472 855225,Via Josef- Telser 2,http://www.unterwirt.com,it,IT
A9E90D45779111D1957700805A150B0B_REDUCED,LTS,True,HotelPension,46.8086,10.5406,Aktiv & Wellnesshotel Traube Post,False,39027.0,Curon Venosta,Hotel Uva-Posta,+39 0473 633131,via Claudia Augusta 10,http://www.traube-post.it,it,IT
B2070028F6E211D1A26F00400547832A_REDUCED,LTS,True,HotelPension,46.616858,10.590257,Aktiv- & Wellnesshotel Zentral,False,39026.0,Prato allo Stelvio,Aktiv- & Wellnesshotel Zentral,+39 0473 616008,Via Principale 100,http://www.zentral.it,it,IT
3CFC496D0FD9EE995F79343CD53D9BEA_REDUCED,LTS,False,BedBreakfast,46.671025,11.167008,Alber,False,39012.0,Merano,Alber,+39 335 6413023,Via Haller 15,,it,IT
F1DF2881A4F911D4984E0001029C8A74_REDUCED,LTS,True,HotelPension,46.651359,11.943134,Albergo Al Bagn,False,39030.0,La Val,Albergo Al Bagn,+39 0471 843137,Str. Rumestluns 8,http://www.albagn.it,it,IT
E7627D0C392947BDBC296B196D7CA60A_REDUCED,LTS,True,HotelPension,46.4906,11.3335,ALBERGO TRATTORIA HOFER,False,39100.0,Bolzano,ALBERGO TRATTORIA HOFER,+39 0471 913522,Via Bergamo 19,http://www.hoferbz.com,it,IT
423AA4B4A7A011D19A270060973A922C_REDUCED,LTS,False,Farm,46.562652,11.383359,Alberhof,False,39054.0,Vanga - Renon,Alberhof,+39 0471 602531,Via Federico de Vanga 5,http://www.alberhof.com,it,IT
3A18306C1F69D11E3177CA53A8B3C900_REDUCED,LTS,False,BedBreakfast,46.551858,11.872385,Alberto Piccin,False,39033.0,Corvara,Alberto Piccin,+39 339 6227712,Str. Rütort 1,,it,IT
B05F7746E549BA11EE8F6B20B2F81707_REDUCED,LTS,False,HotelPension,46.681,11.1266,Alia Appartements & Wellness,False,39022.0,Lagundo,Alia Vital Appart-Hotel,+39 0473 491600,Via Etzenricht 27,http://www.hotel-alia.it,it,IT
342AC3F2942D3A42F926DBAA96C1DD9A_REDUCED,LTS,False,HotelPension,46.745,11.768965,Alma Dep.,False,39040.0,Luson,Alma Dep.,+39 0472 413533,"Via Alter Rungger, 20",http://www.sonnwies.com,it,IT
9444E96C3CD3632A3C00A50514EF345B_REDUCED,LTS,False,BedBreakfast,46.681286,11.134808,Alma Kuprian,False,39022.0,Lagundo,Alma Kuprian,+39 335 8308516,Strada Vecchia 8,,it,IT
162744FB7FA111D2A14100A0246F59E1_REDUCED,LTS,False,HotelPension,46.7326,12.2228,Alma Mountain Residence,False,39034.0,Dobbiaco,Alma Mountain Residence,+39 335 1026428,Via Kurze Wand 12,http://www.almamountain.com,it,IT
6571C735D858BD4050C2D6CB60D3C302_REDUCED,LTS,False,Farm,46.900605,11.83823,Almchalet Hochgruberhof,False,39032.0,Selva dei Molini,Almchalet Hochgruberhof,+39 347 8452982,Gornerberg 100,https://www.hochgruberhof.com,it,IT
22C103A70961CA66513F3A6DD5879FF8_REDUCED,LTS,False,Farm,46.977558,11.635635,Almchalet Sagstallhof,False,39049.0,Val di Vizze,Almchalet Sagstallhof,+39 3394 432826,Sasso 100,https://www.almchalet.net/,it,IT
C5838D5397C111D1924D00805A150B0B_REDUCED,LTS,True,HotelPension,46.9525,11.9181,Almdiele Apparthotel,False,39030.0,Lutago/Valle Aurina,Almdiele Apparthotel,+39 0474 671353,Maurlechenfeld 2,http://www.almdiele.com,it,IT
31976EA6934511D2879000608C0B00B7_REDUCED,LTS,True,BedBreakfast,46.759922,11.922328,Almdorf Haidenberg,False,39030.0,S. Lorenzo di Sebato,Almdorf Haidenberg,+39 0474 548062,"S. Stefano, 35",http://www.haidenberg.it,it,IT
4DFA230A573A11D4BEFB0050DA3A0062_REDUCED,LTS,True,HotelPension,46.649068,11.490154,Almgasthof am Rinderplatz,False,39040.0,Villandro,"Albergo Alpino ""Rinderplatz""",+39 335 1438245,Alpe di Villandro 2,http://www.rinderplatz.com,it,IT
8245A995887911D3AF4D006008C7C6AD_REDUCED,LTS,False,BedBreakfast,46.7003,11.4414,Almhaus Morgenrast,False,39058.0,Val Sarentino,Baita Morgenrast,+39 348 0352142,Pfnatschalm,http://www.sarntal.com/de/reisefuehrer/unterkuenfte.html,it,IT
23665804205F11D6AF4D00105A6765B5_REDUCED,LTS,False,BedBreakfast,47.050395,12.127819,Almhaus Pfister Appartements,False,39030.0,Predoi/Casere,Almhaus Pfister Appartamenti,+39 348 5841787,Casere 8,http://www.almhaus.it,it,IT
978A8A8B3DE911D4B99700E07D035C68_REDUCED,LTS,True,HotelPension,46.6992,11.9344,Almhof Hotel Call,False,39030.0,San Vigilio di Marebbe,Almhof Hotel Call,+39 0474 501043,"Str. Plazores, 8",http://www.almhof-call.com,it,IT
8245A935887911D3AF4D006008C7C6AD_REDUCED,LTS,True,HotelPension,46.69112,11.40898,Almhotel Bergerhof,False,39058.0,Val Sarentino,Almhotel Bergerhof,+39 0471 625116,San Martino 73,http://www.hotel-bergerhof.it,it,IT
C0DF8B3F76D911D18F2900A02427D15E_REDUCED,LTS,True,HotelPension,46.585036,11.745222,Almhotel Col Raiser,False,39047.0,S. Cristina - Val Gardena,Almhotel Col Raiser,+39 0471 796302,Str. Ciaulonch 22,https://www.colraiser.com,it,IT
B7B9B6F3F57311D1B2A800104B36EAE5_REDUCED,LTS,True,HotelPension,46.725721,10.685022,Almhotel Glieshof,False,39024.0,I-39024 Malles Venosta (BZ),Albergo Glieshof,+39 0473 842622,"Mazia, 69",http://www.glieshof.it,it,IT
C81AA6084FDE11D3962F00104B421FA8_REDUCED,LTS,True,HotelPension,46.7403,12.0022,Almhotel Lenz,False,39030.0,Sorafurcia,Almhotel Lenz,+39 0474 592053,"Via Hinterberg, 3",http://www.almhotel-lenz.com,it,IT
0A2B9A447D244D699A9690263DEE4A99_REDUCED,LTS,True,HotelPension,46.511212,11.687801,Almhotel Zallinger,False,39040.0,Alpe di Siusi,Almhotel Zallinger,+39 0471 727947,Saltria 74,http://www.zallinger.com,it,IT
2442DC6F2BF212A2A564ADABEBF3C88D_REDUCED,LTS,False,Farm,46.534377,11.605693,Almhütte Ronsol,False,39040.0,Alpe di Siusi,Baita Ronsol,+39 339 1343425,Spitzbühl 2,http://www.ronsolhof.com,it,IT
774EA56799E3DA8AA2A434ED277A661B_REDUCED,LTS,False,BedBreakfast,46.690233,12.367261,Almrausch,False,39030.0,Sesto,Almrausch,+39 0474 973319,Via Hocheck  4,http://www.alpenraum.it,it,IT
ACEB3EC376F011D1957100805A150B0B_REDUCED,LTS,False,Farm,46.8375,11.7936,Alpegger,False,39030.0,Terento,Apart. Alpegger,+39 0472 546153,via Walderlaner 31,http://www.alpegger.com,it,IT
A14CD0EE8A994DD5BEC94EBD810DA8C6_REDUCED,LTS,False,Farm,46.821181,11.85578,Alpeggerhof,False,39030.0,Falzes,Alpeggerhof,+39 0474 565266,Via Niederhäuserer 1,http://www.alpegger-hof.com,it,IT
FA5956B76C322C09B15B5D0D6E6696E4_REDUCED,LTS,False,Farm,46.991632,11.961612,Alpenappart,False,39030.0,San Giovanni/Valle Aurina,Alpenappart,+39 348 8036698,Mühlegg 140,http://www.alpenappart.com,it,IT
5A812C7A171611D2BA1300A024493247_REDUCED,LTS,True,Farm,46.6786,11.6044,ALPENBADL OBERFRAUNERHOF,False,39040.0,Velturno,Alpenbadl Oberfraunerhof,+39 0472 855318,Via Frauner 14,http://www.alpenbadl.com,it,IT
32001AB4AA1311D1926F00805A150B0B_REDUCED,LTS,True,BedBreakfast,46.6089,11.5674,Alpenblick,False,39040.0,Laion,Alpenblick,+39 0471 655628,"Via Walther von der Vogelweide, 42",http://www.haus-alpenblick.net,it,IT
B5347F48471411D2A0C1444553540000_REDUCED,LTS,False,BedBreakfast,46.8419,12.2486,Alpenblick,False,39030.0,Val Casies,Alpenblick,+39 0474 948048,Via Santa Anna n. 1 (S. Maddalena),http://www.alpen-blick.it,it,IT
1C43345B5A70BB77DC3EC4517BF9E1AA_REDUCED,LTS,False,BedBreakfast,46.950365,12.066765,Alpenblick Apartements,False,39032.0,Riva di Tures,Alpenblick Apartements,+39 344 1043569,Oberstatt 29,http://www.alpenblick.bz,it,IT
C5838F5097C111D1924D00805A150B0B_REDUCED,LTS,False,BedBreakfast,46.9669,11.925,Alpenblick Appartements,False,39030.0,San Giovanni/Valle Aurina,Alpenblick Appartamenti,+39 349 1664292,Gisse 142,http://www.appartements-alpenblick.com,it,IT
B939D83325BEBB25809F8E268A661251_REDUCED,LTS,False,Farm,46.770321,12.111332,Alpenblick-Breitwieser,False,39035.0,Monguelfo-Tesido,Alpenblick-Breitwieser,+39 346 6309104,Via Riva di Sotto 12 (Tesido),,it,IT
C5838D5A97C111D1924D00805A150B0B_REDUCED,LTS,True,HotelPension,46.951478,11.919644,Alpenblick Hotel,False,39030.0,Lutago/Valle Aurina,Alpenblick Hotel,+39 0474 671132,Via Weißenbach 9,http://www.hotelalpenblick.it,it,IT
74A2B026EB198595C04F4BA4EAA2132D_REDUCED,LTS,False,Farm,46.70971,12.338887,Alpenchalets Mair,False,39030.0,Sesto,Alpenchalets Mair,+39 388 0937018,Via Watschinger 10,https://alpenchalets-mair.it/,it,IT
2FF286F966CB4C79EAFF56D6FB443BF7_REDUCED,LTS,False,BedBreakfast,46.918155,11.803302,Alpen Ferienwohnung,False,39030.0,Lappach,Alpen Ferienwohnung,+39 347 3062172,Lappach 209,,it,IT
C583904D97C111D1924D00805A150B0B_REDUCED,LTS,True,HotelPension,46.949871,11.877681,Alpenfrieden Hotel,False,39030.0,Rio Bianco/Valle Aurina,Alpenfrieden Hotel,+39 0474 680070,Kirchgasse 2,http://www.alpenfrieden.com,it,IT
824D84D929E711D599D20050DA7125DB_REDUCED,LTS,True,HotelPension,46.571186,11.682238,Alpenheim Charming Hotel & Spa,False,39046.0,Ortisei - Val Gardena,Alpenheim Charming Hotel & Spa,+39 0471 796515,Str. Grohmann 54,http://www.alpenheim.it,it,IT
57708BA0C7FA11D19A58004F4903D5C1_REDUCED,LTS,True,HotelPension,46.729936,11.200731,Alpenhof Lodge,False,39010.0,Saltusio/S. Martino i. P.,Alpenhof Lodge,+39 0473 645425,Via Passiria 12,http://www.alpenhof-suedtirol.com,it,IT
77BDB072EB9D11D4ADB500E07D7BF1D1_REDUCED,LTS,True,HotelPension,46.7231,11.9647,Alpenhotel jù Furcia,False,39030.0,San Vigilio di Marebbe,Alpenhotel jù Furcia,+39 0474 501805,"Pieve di Marebbe, Str. Furcia 29",https://www.furcia.info,it,IT
9125D1178A5447369DCDD05DBFAEA505_REDUCED,LTS,True,HotelPension,46.531321,11.625681,Alpenhotel Panorama,False,39040.0,Alpe di Siusi,Alpenhotel Panorama,+39 0471 727968,via Giogo 10,http://www.alpenhotelpanorama.it,it,IT
D5AE0187E93711D3A09D006097A8F6AC_REDUCED,LTS,True,HotelPension,46.526189,11.763197,Alpenhotel Piz Seteur,False,39048.0,Selva - Val Gardena,Alpenhotel Piz Seteur,+39 339 7127479,Str. Plan de Gralba 30,http://www.pizseteur.it,it,IT
C7D034BCB84911D2AFB8006008816738_REDUCED,LTS,True,HotelPension,46.559443,11.728536,Alpenhotel Plaza,False,39047.0,S. Cristina - Val Gardena,Alpenhotel Plaza,+39 0471 793463,Str. Cisles 5,https://www.alpenhotelplaza.com,it,IT
824D84F729E711D599D20050DA7125DB_REDUCED,LTS,True,HotelPension,46.5706,11.6711,Alpenhotel Rainell,False,39046.0,Ortisei - Val Gardena,Alpenhotel Rainell,+39 0471 796145,Str. Vidalong 19,http://www.rainell.com,it,IT
1627455E7FA111D2A14100A0246F59E1_REDUCED,LTS,True,HotelPension,46.7486,12.2169,Alpenhotel Ratsberg,False,39034.0,Dobbiaco,Hotel Alpino Monte Rota Snc,+39 0474 972213,Monte Rota 12,http://www.alpenhotel-ratsberg.com,it,IT
DA3149A56F2211D291A100104BAF1B41_REDUCED,LTS,True,HotelPension,46.850578,11.619786,Alpenhotel Schönwald,False,39037.0,Valles,Alpenhotel Schönwald,+39 0472 547129,Via Jochtal 13,http://www.hotelschoenwald.com,it,IT
1001F71E7D5611D39A350060973A922C_REDUCED,LTS,False,BedBreakfast,46.5286,11.4018,Alpenkaiser,False,39054.0,Soprabolzano - Renon,Alpenkaiser,+39 0471 345412,Via del Bosco 11,http://www.haus-alpenkaiser.com,it,IT
531C83667C0311D3AF4D00105A6765B5_REDUCED,LTS,True,HotelPension,46.990373,11.964872,Alpenland Pension,False,39030.0,Cadipietra/Valle Aurina,Alpenland Pensione,+39 0474 652170,In der Baurschaft 16,http://www.ahrntal.it,it,IT
E072311D89AF87C0CCB111C5B8484558_REDUCED,LTS,False,BedBreakfast,46.990059,11.963904,Alpenliving,False,39030.0,Cadipietra/Valle Aurina,Alpenliving,+39 348 8036698,In der Baurschaft 7,http://www.alpenliving.it,it,IT
C5838EBE97C111D1924D00805A150B0B_REDUCED,LTS,True,HotelPension,46.9628,11.9214,Alpenpalace Luxury Hideaway & Spa Retreat,False,39030.0,San Giovanni/Valle Aurina,Alpenpalace Luxury Hideaway & Spa Retreat,+39 0474 670230,Gisse 32,https://www.alpenpalace.com,it,IT
32E7BA768E7B11D181AB006097B896BA_REDUCED,LTS,True,HotelPension,46.680802,11.187837,Alpenpalais Kröll,False,39017.0,Scena,Alpenpalais Kröll,+39 0473 945628,Via Scena 50,http://www.hotel-kroell-schenna.com,it,IT
531C83A57C0311D3AF4D00105A6765B5_REDUCED,LTS,True,HotelPension,46.997147,11.984082,Alpenresidence Garni App,False,39030.0,Cadipietra/Valle Aurina,Alpenresidence Garni App,+39 0474 652204,Via Klausberg 42,http://www.alpenresidence.com,it,IT
DC4488AAA3E811D388670040C72E218E_REDUCED,LTS,False,BedBreakfast,46.565915,11.263714,Alpenrose,False,39010.0,Meltina,Alpenrose,+39 0471 668402,Via Möltner 53,http://www.alpenrose-haus.com,it,IT
