id,location_id,source,has_room,acco_type_id,shortname,is_bookable,name,website,lang,phone
0B1FBF6F09F16CD99914406BA7A4EF20_REDUCED,134,LTS,FALSE,Farm,Aichhornhof,FALSE,Aichhornhof,http://www.aichhornhof.com,it,393389896110
74EA6DF129A6E14F2DC4C322830AC105_REDUCED,135,LTS,FALSE,Farm,Aichnerhof,FALSE,Maso Aichnerhof,http://www.aichnerhof.info,it,393334358878
CA7DFA739F0D11D198A50020AF553E00_REDUCED,136,LTS,FALSE,BedBreakfast,Aichnerhof - Valorz-Vieider Maria,FALSE,Aichnerhof - Valorz-Vieider Maria,https://www.aichnerhof.it/de/,it,390471662024
1CCA914C9E1E11D1A72100608C71A90F_REDUCED,137,LTS,FALSE,Farm,Aignerhof,FALSE,Aignerhof,http://www.aignerhof.bz.it,it,390471660040
43C14838D0EE566D7FCA9196620E5F17_REDUCED,138,LTS,TRUE,BedBreakfast,AirMusicAttic,FALSE,AirMusicAttic,,it,393493673492
210257BE1F2C11D3829D00105A6F93E1_REDUCED,139,LTS,TRUE,HotelPension,Aktiv & Familienhotel Adlernest,FALSE,Aktiv & Familienhotel Adlernest,http://www.adlernest.com,it,390473669652
A9E90B28779111D1957700805A150B0B_REDUCED,140,LTS,TRUE,HotelPension,Aktiv Hotel Edelweiss,FALSE,Aktiv Hotel Edelweiss,http://www.edelweiss-reschen.it,it,390473633142
1A69A33124B811D4A9430050DA4A23AF_REDUCED,141,LTS,TRUE,HotelPension,Aktiv Hotel Schönwald,FALSE,Aktiv Hotel Schönwald,https://www.hotel-schoenwald.com,it,390471613202
8A0630E5573711D4BEFB0050DA3A0062_REDUCED,142,LTS,TRUE,HotelPension,Aktiv & Relax Hotel Hubertus,FALSE,Aktiv & Relax Hotel Hubertus,http://www.hubertus.it,it,390472843137
F6812D1D08F34FA896FFB1E456071C27_REDUCED,143,LTS,TRUE,HotelPension,Aktiv- und Biourlaub Pennhof,FALSE,Vacanze attive e biologiche Pennhof,http://www.pennhof.com,it,390471654498
2ADABFCED1A111D4B6DC00105A6E0F67_REDUCED,144,LTS,TRUE,HotelPension,Aktiv- und Genusshotel Lodenwirt,FALSE,Hotel Wellness Lodenwirt,http://www.lodenwirt.it,it,390472867000
86DB9CDA547A11D3BBA90000E870A1E4_REDUCED,145,LTS,TRUE,HotelPension,Aktiv & Vitalhotel Erica,FALSE,Aktiv & Vitalhotel Erica,https://www.erica.it,it,390471616517
5A812CC2171611D2BA1300A024493247_REDUCED,146,LTS,TRUE,HotelPension,Aktiv & Vitalhotel Taubers Unterwirt,FALSE,Aktiv & Vitalhotel Taubers Unterwirt,http://www.unterwirt.com,it,390472855225
A9E90D45779111D1957700805A150B0B_REDUCED,147,LTS,TRUE,HotelPension,Aktiv & Wellnesshotel Traube Post,FALSE,Hotel Uva-Posta,http://www.traube-post.it,it,390473633131
B2070028F6E211D1A26F00400547832A_REDUCED,148,LTS,TRUE,HotelPension,Aktiv- & Wellnesshotel Zentral,FALSE,Aktiv- & Wellnesshotel Zentral,http://www.zentral.it,it,390473616008
3CFC496D0FD9EE995F79343CD53D9BEA_REDUCED,149,LTS,FALSE,BedBreakfast,Alber,FALSE,Alber,,it,393356413023
F1DF2881A4F911D4984E0001029C8A74_REDUCED,150,LTS,TRUE,HotelPension,Albergo Al Bagn,FALSE,Albergo Al Bagn,http://www.albagn.it,it,390471843137
E7627D0C392947BDBC296B196D7CA60A_REDUCED,151,LTS,TRUE,HotelPension,ALBERGO TRATTORIA HOFER,FALSE,ALBERGO TRATTORIA HOFER,http://www.hoferbz.com,it,390471913522
423AA4B4A7A011D19A270060973A922C_REDUCED,152,LTS,FALSE,Farm,Alberhof,FALSE,Alberhof,http://www.alberhof.com,it,390471602531
3A18306C1F69D11E3177CA53A8B3C900_REDUCED,153,LTS,FALSE,BedBreakfast,Alberto Piccin,FALSE,Alberto Piccin,,it,393396227712
B05F7746E549BA11EE8F6B20B2F81707_REDUCED,3238,LTS,FALSE,HotelPension,Alia Appartements & Wellness,FALSE,Alia Vital Appart-Hotel,http://www.hotel-alia.it,it,390473491600
342AC3F2942D3A42F926DBAA96C1DD9A_REDUCED,155,LTS,FALSE,HotelPension,Alma Dep.,FALSE,Alma Dep.,http://www.sonnwies.com,it,390472413533
9444E96C3CD3632A3C00A50514EF345B_REDUCED,156,LTS,FALSE,BedBreakfast,Alma Kuprian,FALSE,Alma Kuprian,,it,393358308516
162744FB7FA111D2A14100A0246F59E1_REDUCED,157,LTS,FALSE,HotelPension,Alma Mountain Residence,FALSE,Alma Mountain Residence,http://www.almamountain.com,it,393351026428
6571C735D858BD4050C2D6CB60D3C302_REDUCED,158,LTS,FALSE,Farm,Almchalet Hochgruberhof,FALSE,Almchalet Hochgruberhof,https://www.hochgruberhof.com,it,393478452982
22C103A70961CA66513F3A6DD5879FF8_REDUCED,159,LTS,FALSE,Farm,Almchalet Sagstallhof,FALSE,Almchalet Sagstallhof,https://www.almchalet.net/,it,393394432826
C5838D5397C111D1924D00805A150B0B_REDUCED,160,LTS,TRUE,HotelPension,Almdiele Apparthotel,FALSE,Almdiele Apparthotel,http://www.almdiele.com,it,390474671353
31976EA6934511D2879000608C0B00B7_REDUCED,161,LTS,TRUE,BedBreakfast,Almdorf Haidenberg,FALSE,Almdorf Haidenberg,http://www.haidenberg.it,it,390474548062
4DFA230A573A11D4BEFB0050DA3A0062_REDUCED,162,LTS,TRUE,HotelPension,Almgasthof am Rinderplatz,FALSE,"Albergo Alpino ""Rinderplatz""",http://www.rinderplatz.com,it,393351438245
8245A995887911D3AF4D006008C7C6AD_REDUCED,163,LTS,FALSE,BedBreakfast,Almhaus Morgenrast,FALSE,Baita Morgenrast,http://www.sarntal.com/de/reisefuehrer/unterkuenfte.html,it,393480352142
23665804205F11D6AF4D00105A6765B5_REDUCED,164,LTS,FALSE,BedBreakfast,Almhaus Pfister Appartements,FALSE,Almhaus Pfister Appartamenti,http://www.almhaus.it,it,393485841787
978A8A8B3DE911D4B99700E07D035C68_REDUCED,165,LTS,TRUE,HotelPension,Almhof Hotel Call,FALSE,Almhof Hotel Call,http://www.almhof-call.com,it,390474501043
8245A935887911D3AF4D006008C7C6AD_REDUCED,166,LTS,TRUE,HotelPension,Almhotel Bergerhof,FALSE,Almhotel Bergerhof,http://www.hotel-bergerhof.it,it,390471625116
C0DF8B3F76D911D18F2900A02427D15E_REDUCED,167,LTS,TRUE,HotelPension,Almhotel Col Raiser,FALSE,Almhotel Col Raiser,https://www.colraiser.com,it,390471796302
B7B9B6F3F57311D1B2A800104B36EAE5_REDUCED,168,LTS,TRUE,HotelPension,Almhotel Glieshof,FALSE,Albergo Glieshof,http://www.glieshof.it,it,390473842622
C81AA6084FDE11D3962F00104B421FA8_REDUCED,169,LTS,TRUE,HotelPension,Almhotel Lenz,FALSE,Almhotel Lenz,http://www.almhotel-lenz.com,it,390474592053
0A2B9A447D244D699A9690263DEE4A99_REDUCED,170,LTS,TRUE,HotelPension,Almhotel Zallinger,FALSE,Almhotel Zallinger,http://www.zallinger.com,it,390471727947
2442DC6F2BF212A2A564ADABEBF3C88D_REDUCED,171,LTS,FALSE,Farm,Almhütte Ronsol,FALSE,Baita Ronsol,http://www.ronsolhof.com,it,393391343425
774EA56799E3DA8AA2A434ED277A661B_REDUCED,172,LTS,FALSE,BedBreakfast,Almrausch,FALSE,Almrausch,http://www.alpenraum.it,it,390474973319
ACEB3EC376F011D1957100805A150B0B_REDUCED,173,LTS,FALSE,Farm,Alpegger,FALSE,Apart. Alpegger,http://www.alpegger.com,it,390472546153
A14CD0EE8A994DD5BEC94EBD810DA8C6_REDUCED,174,LTS,FALSE,Farm,Alpeggerhof,FALSE,Alpeggerhof,http://www.alpegger-hof.com,it,390474565266
FA5956B76C322C09B15B5D0D6E6696E4_REDUCED,175,LTS,FALSE,Farm,Alpenappart,FALSE,Alpenappart,http://www.alpenappart.com,it,393488036698
5A812C7A171611D2BA1300A024493247_REDUCED,176,LTS,TRUE,Farm,ALPENBADL OBERFRAUNERHOF,FALSE,Alpenbadl Oberfraunerhof,http://www.alpenbadl.com,it,390472855318
32001AB4AA1311D1926F00805A150B0B_REDUCED,177,LTS,TRUE,BedBreakfast,Alpenblick,FALSE,Alpenblick,http://www.haus-alpenblick.net,it,390471655628
B5347F48471411D2A0C1444553540000_REDUCED,178,LTS,FALSE,BedBreakfast,Alpenblick,FALSE,Alpenblick,http://www.alpen-blick.it,it,390474948048
1C43345B5A70BB77DC3EC4517BF9E1AA_REDUCED,179,LTS,FALSE,BedBreakfast,Alpenblick Apartements,FALSE,Alpenblick Apartements,http://www.alpenblick.bz,it,393441043569
C5838F5097C111D1924D00805A150B0B_REDUCED,180,LTS,FALSE,BedBreakfast,Alpenblick Appartements,FALSE,Alpenblick Appartamenti,http://www.appartements-alpenblick.com,it,393491664292
B939D83325BEBB25809F8E268A661251_REDUCED,181,LTS,FALSE,Farm,Alpenblick-Breitwieser,FALSE,Alpenblick-Breitwieser,,it,393466309104
C5838D5A97C111D1924D00805A150B0B_REDUCED,182,LTS,TRUE,HotelPension,Alpenblick Hotel,FALSE,Alpenblick Hotel,http://www.hotelalpenblick.it,it,390474671132
74A2B026EB198595C04F4BA4EAA2132D_REDUCED,183,LTS,FALSE,Farm,Alpenchalets Mair,FALSE,Alpenchalets Mair,https://alpenchalets-mair.it/,it,393880937018
2FF286F966CB4C79EAFF56D6FB443BF7_REDUCED,184,LTS,FALSE,BedBreakfast,Alpen Ferienwohnung,FALSE,Alpen Ferienwohnung,,it,393473062172
C583904D97C111D1924D00805A150B0B_REDUCED,185,LTS,TRUE,HotelPension,Alpenfrieden Hotel,FALSE,Alpenfrieden Hotel,http://www.alpenfrieden.com,it,390474680070
824D84D929E711D599D20050DA7125DB_REDUCED,186,LTS,TRUE,HotelPension,Alpenheim Charming Hotel & Spa,FALSE,Alpenheim Charming Hotel & Spa,http://www.alpenheim.it,it,390471796515
57708BA0C7FA11D19A58004F4903D5C1_REDUCED,187,LTS,TRUE,HotelPension,Alpenhof Lodge,FALSE,Alpenhof Lodge,http://www.alpenhof-suedtirol.com,it,390473645425
77BDB072EB9D11D4ADB500E07D7BF1D1_REDUCED,188,LTS,TRUE,HotelPension,Alpenhotel jù Furcia,FALSE,Alpenhotel jù Furcia,https://www.furcia.info,it,390474501805
9125D1178A5447369DCDD05DBFAEA505_REDUCED,189,LTS,TRUE,HotelPension,Alpenhotel Panorama,FALSE,Alpenhotel Panorama,http://www.alpenhotelpanorama.it,it,390471727968
D5AE0187E93711D3A09D006097A8F6AC_REDUCED,190,LTS,TRUE,HotelPension,Alpenhotel Piz Seteur,FALSE,Alpenhotel Piz Seteur,http://www.pizseteur.it,it,393397127479
C7D034BCB84911D2AFB8006008816738_REDUCED,191,LTS,TRUE,HotelPension,Alpenhotel Plaza,FALSE,Alpenhotel Plaza,https://www.alpenhotelplaza.com,it,390471793463
824D84F729E711D599D20050DA7125DB_REDUCED,192,LTS,TRUE,HotelPension,Alpenhotel Rainell,FALSE,Alpenhotel Rainell,http://www.rainell.com,it,390471796145
1627455E7FA111D2A14100A0246F59E1_REDUCED,193,LTS,TRUE,HotelPension,Alpenhotel Ratsberg,FALSE,Hotel Alpino Monte Rota Snc,http://www.alpenhotel-ratsberg.com,it,390474972213
DA3149A56F2211D291A100104BAF1B41_REDUCED,194,LTS,TRUE,HotelPension,Alpenhotel Schönwald,FALSE,Alpenhotel Schönwald,http://www.hotelschoenwald.com,it,390472547129
1001F71E7D5611D39A350060973A922C_REDUCED,195,LTS,FALSE,BedBreakfast,Alpenkaiser,FALSE,Alpenkaiser,http://www.haus-alpenkaiser.com,it,390471345412
531C83667C0311D3AF4D00105A6765B5_REDUCED,196,LTS,TRUE,HotelPension,Alpenland Pension,FALSE,Alpenland Pensione,http://www.ahrntal.it,it,390474652170
E072311D89AF87C0CCB111C5B8484558_REDUCED,197,LTS,FALSE,BedBreakfast,Alpenliving,FALSE,Alpenliving,http://www.alpenliving.it,it,393488036698
C5838EBE97C111D1924D00805A150B0B_REDUCED,198,LTS,TRUE,HotelPension,Alpenpalace Luxury Hideaway & Spa Retreat,FALSE,Alpenpalace Luxury Hideaway & Spa Retreat,https://www.alpenpalace.com,it,390474670230
32E7BA768E7B11D181AB006097B896BA_REDUCED,199,LTS,TRUE,HotelPension,Alpenpalais Kröll,FALSE,Alpenpalais Kröll,http://www.hotel-kroell-schenna.com,it,390473945628
531C83A57C0311D3AF4D00105A6765B5_REDUCED,200,LTS,TRUE,HotelPension,Alpenresidence Garni App,FALSE,Alpenresidence Garni App,http://www.alpenresidence.com,it,390474652204
DC4488AAA3E811D388670040C72E218E_REDUCED,201,LTS,FALSE,BedBreakfast,Alpenrose,FALSE,Alpenrose,http://www.alpenrose-haus.com,it,390471668402
1A69A2FB24B811D4A9430050DA4A23AF_REDUCED,202,LTS,TRUE,HotelPension,Alpenrose,FALSE,Alpenrose,https://www.alpenrose-karersee.com/,it,390471612139
C5838EB197C111D1924D00805A150B0B_REDUCED,203,LTS,FALSE,HotelPension,Alpenrose Residence,FALSE,Alpenrose Residence,http://www.residencealpenrose.com,it,393408000107
2542F753544811D2968200A0244EAF51_REDUCED,204,LTS,TRUE,HotelPension,Alpenrose's Dining & Living,FALSE,Alpenrose's Dining & Living,http://www.alpenroses.com,it,390472694947
4561806C19AA0F7452423902A05DFCF3_REDUCED,205,LTS,FALSE,BedBreakfast,Alpenrösli Hafling,FALSE,Alpenrösli Hafling,,it,41787403918
B7B9B6DEF57311D1B2A800104B36EAE5_REDUCED,206,LTS,TRUE,BedBreakfast,Alpenschlössl,FALSE,Alpenschlössl,http://www.schlinig.info,it,390473831442
9E91AFC641AF527D4F549FEF07CD6AAF_REDUCED,207,LTS,FALSE,BedBreakfast,Alpenvilla Winklwiese,FALSE,Alpenvilla Winklwiese,http://www.winklwiese.com,it,390474495400
07757314664111D183CB0020AFF9F8D5_REDUCED,208,LTS,TRUE,HotelPension,Alpenwellnesshotel St. Veit,FALSE,Alpenwellnesshotel San Vito,http://www.hotel-st-veit.com,it,390474710390
C579127E63B611D4AAEE00105A4AB73F_REDUCED,209,LTS,FALSE,BedBreakfast,Alp-Hof,FALSE,Alp-Hof,,it,393334064609
2BCEC138942011D28361444553540000_REDUCED,210,LTS,TRUE,HotelPension,Alphotel Panorama,FALSE,Alphotel Panorama,http://www.alphotel-panorama.com,it,390471642119
E753960F8D8011D1AD760020AFF92740_REDUCED,211,LTS,TRUE,HotelPension,Alphotel Stocker,FALSE,Alphotel Stocker,http://www.hotelstocker.com,it,390474678113
C57911F163B611D4AAEE00105A4AB73F_REDUCED,212,LTS,TRUE,HotelPension,Alphotel Tyrol,FALSE,Alphotel Tyrol,http://www.alphotel-tyrol.com,it,390472659158
ACC5373676F211D18F2900A02427D15E_REDUCED,213,LTS,TRUE,HotelPension,ALPIANA – green luxury Dolce Vita Hotel,FALSE,ALPIANA – green luxury Dolce Vita Hotel,http://www.alpiana.com,it,390473568033
71F668F7F8FCB7EEC091FE186048B793_REDUCED,214,LTS,TRUE,HotelPension,Alpina Dolomites,FALSE,Alpina Dolomites,http://www.alpinadolomites.it,it,390471796004
ECC0026A8317C9771DCB654EB9A20568_REDUCED,215,LTS,FALSE,Camping,Alpina Mountain Caravan Park,FALSE,Alpina Mountain Caravan Park,http://www.alpina-mountain-resort.it,it,393472301291
2A6D3664315C11D486470050044B7053_REDUCED,216,LTS,FALSE,BedBreakfast,Alpin Apartments Colfosco,FALSE,Alpin Apartments Colfosco,http://www.alpin-apartments.it,it,393484730362
61FE74E4EEF2D6172158E3E9E51AA398_REDUCED,217,LTS,FALSE,BedBreakfast,Alpin Apartments Colfosco,FALSE,Alpin Apartments Colfosco,http://www.alpin-apartments.it,it,393484730362
0412BAA4C78FBD9E42BB63D8DBAF42ED_REDUCED,218,LTS,FALSE,BedBreakfast,Alpin Apartments Heidenberger,FALSE,Alpin Apartments Heidenberger,http://www.appartments-heidenberger.com,it,393351482915
9663B729D6FC493CE9325B8C6915E46E_REDUCED,219,LTS,FALSE,BedBreakfast,Alpin Apartments Piculin,FALSE,Alpin Apartments Piculin,http://www.piculin.net,it,390474523364
B09245DCC40C11D38727204C4F4F5020_REDUCED,220,LTS,FALSE,HotelPension,Alpina Residence der Schöpf Rita,FALSE,Alpina Residence der Schöpf Rita,http://www.alpina-residence.com,it,390473613110
2A6D351A315C11D486470050044B7053_REDUCED,221,LTS,TRUE,HotelPension,Alpin b&b Villa Melisse,FALSE,Alpin b&b Villa Melisse,http://www.villamelisse.it,it,390471836261
93695A22C30B489D9289403706754178_REDUCED,222,LTS,TRUE,BedBreakfast,Alpine Boutique Villa Gabriela,FALSE,Alpin Boutique Villa Gabriela,http://www.villagabriela.com,it,390471700077
A9D9B418390D6B2737B988FE23D10748_REDUCED,223,LTS,FALSE,BedBreakfast,Alpine Chalet Aurora Dolomites,FALSE,Alpine Chalet Aurora Dolomites,,it,393477413443
1D6CE7F802C916162F5688FAAA199135_REDUCED,224,LTS,FALSE,Farm,Alpine Chalets App. Pichlerhof,FALSE,Alpine Chalets App. Pichlerhof,http://www.pichlerhof.info,it,390474401346
06F42C7301DDB6C697D02B9BB924C1B3_REDUCED,225,LTS,FALSE,BedBreakfast,Alpine Deluxe,FALSE,Alpine Deluxe,http://www.alpine-deluxe.com,it,393498789230
2873B997566211D4AAEB0050DA6D1102_REDUCED,226,LTS,TRUE,HotelPension,Alpine Hotel Ciasa Lara,FALSE,Alpine Hotel Ciasa Lara,http://www.ciasalara.it,it,390471847257
6DD2EDC273F83F7EF7529B8F2CC8E706_REDUCED,227,LTS,TRUE,HotelPension,Alpine Hotel Gran Foda',FALSE,Alpine Hotel Gran Foda',https://www.granfoda.it,it,390474832007
A5B16FB54824BD5FB1BF1C6A500876AD_REDUCED,228,LTS,FALSE,BedBreakfast,Alpinence,FALSE,Alpinence,http://www.alpinence.com,it,393664727560
A3E07F7A2D6611D4B99600E07D03582D_REDUCED,229,LTS,FALSE,HotelPension,Alpine Residence Villa Adler,FALSE,Alpine Residence Villa Adler,http://www.villaadler.com,it,390474501695
2D6BF1C566E611D4B54E0050BAD5BEDE_REDUCED,230,LTS,TRUE,HotelPension,Alpine Spa Resort SONNENBERG,FALSE,Alpine Spa Resort SONNENBERG,http://www.sonnenberg.it,it,390472520232
021BF56436395CE1071C46855ACDCAC5_REDUCED,231,LTS,TRUE,Camping,Alpin Fitness Waldcamping OHG & Co,FALSE,Alpin Fitness Waldcamping OHG & Co.,http://www.alpinfitness-waldcamping.it,it,390473568138
824D855129E711D599D20050DA7125DB_REDUCED,233,LTS,TRUE,HotelPension,Alpin Garden Luxury Maison - Adults Only,FALSE,Alpin Garden Luxury Maison - Adults Only,http://www.alpingarden.com,it,390471796021
C0DF8BAB76D911D18F2900A02427D15E_REDUCED,233,LTS,TRUE,HotelPension,Alpin Garden Luxury Maison - Adults Only,FALSE,Alpin Garden Luxury Maison - Adults Only,https://www.alpingarden.com,it,390471796021
DF0515E85BF011D49F2C00105AF76E96_REDUCED,234,LTS,TRUE,HotelPension,Alpin Hotel Gudrun,FALSE,Alpin Hotel Gudrun,http://www.hotel-gudrun.com,it,390472632318
E650C08D3DC111D29536004F56000ECA_REDUCED,235,LTS,TRUE,HotelPension,Alpinhotel Keil,FALSE,Alpinhotel Keil,http://www.alpinhotel.it,it,390474496716
DA31498D6F2211D291A100104BAF1B41_REDUCED,236,LTS,TRUE,HotelPension,Alpin Hotel Masl,FALSE,Alpin Hotel Masl,http://www.hotel-masl.com,it,390472547187
85D0630D353D11D488BA0050DA45BC36_REDUCED,237,LTS,TRUE,HotelPension,Alpin Hotel Sonnblick,FALSE,Alpin Hotel Sonnblick,https://www.sonnblick.it/de/,it,390474401240
2BCEC099942011D28361444553540000_REDUCED,238,LTS,TRUE,HotelPension,Alpinhotel Vajolet,FALSE,Alpinhotel Vajolet,http://www.hotel-vajolet.it,it,390471095348
C098AADAEB06EEEDBA31556D64ED9E76_REDUCED,239,LTS,FALSE,BedBreakfast,Alpin Lodge St. Andrä,FALSE,Alpin Lodge S. Andrea,http://www.alpin-lodge-sta.com,it,393314806252
